Drug1,Drug2,Increase Activity Interaction,Decrease Activity Interaction,Increase Effect Interaction,Decrease Effect Interaction,Increase Efficacy Interaction,Decrease Efficacy Interaction,Other Interaction
DB04818,DB13219,0,0,1,0,0,0,0
DB04818,DB04885,0,0,1,0,0,0,0
DB04818,DB06109,0,0,1,0,0,0,0
DB04818,DB00540,1,0,0,0,0,0,0
DB04818,DB12427,0,0,1,0,0,0,0
DB04818,DB01454,1,0,0,0,0,0,0
DB04818,DB00889,0,0,1,0,0,0,0
DB04818,DB09186,0,0,1,0,0,0,0
DB04818,DB06512,0,0,1,0,0,0,0
DB04818,DB13457,0,0,1,0,0,0,0
DB04818,DB00953,0,0,0,0,0,0,1
DB04818,DB09061,0,0,0,0,0,0,1
DB04818,DB09248,0,0,1,0,0,0,0
DB04818,DB08810,0,0,0,0,0,0,1
DB04818,DB08918,1,0,0,0,0,0,0
DB04818,DB09254,0,0,1,0,0,0,0
DB04818,DB01171,0,0,1,0,0,0,0
DB04818,DB01200,1,0,0,0,0,0,0
DB04818,DB06153,1,0,0,0,0,0,0
DB04818,DB01037,0,0,1,0,0,0,0
DB04818,DB09225,0,0,1,0,0,0,0
DB04818,DB09167,1,0,0,0,0,0,0
DB04818,DB06148,0,0,1,0,0,0,0
DB04818,DB00315,0,0,1,0,0,0,0
DB04818,DB12110,0,0,1,0,0,0,0
DB04818,DB00234,0,0,1,0,0,0,0
DB04818,DB12111,0,0,1,0,0,0,0
DB04818,DB12071,0,0,1,0,0,0,0
DB04818,DB05227,0,0,1,0,0,0,0
DB04818,DB09290,0,0,1,0,0,0,0
DB04818,DB05562,0,0,0,0,0,0,1
DB04818,DB01175,0,0,1,0,0,0,0
DB04818,DB08815,0,0,1,0,0,0,0
DB04818,DB13496,1,0,0,0,0,0,0
DB04818,DB12930,1,0,0,0,0,0,0
DB04818,DB00320,0,0,0,0,0,0,1
DB04818,DB09190,0,0,1,0,0,0,0
DB04818,DB00543,1,0,0,0,0,0,0
DB04818,DB12229,0,0,1,0,0,0,0
DB04818,DB04908,0,0,0,0,0,0,1
DB04818,DB06701,1,0,0,0,0,0,0
DB04818,DB00574,0,0,1,0,0,0,0
DB04818,DB00805,0,0,1,0,0,0,0
DB04818,DB13588,0,0,1,0,0,0,0
DB04818,DB12395,0,0,1,0,0,0,0
DB04818,DB00514,0,0,1,0,0,0,0
DB04818,DB01442,1,0,0,0,0,0,0
DB04818,DB01168,0,0,1,0,0,0,0
DB04818,DB01484,1,0,0,0,0,0,0
DB04818,DB01403,1,0,0,0,0,0,0
DB04818,DB01253,1,0,0,0,0,0,0
DB04818,DB00960,1,0,0,0,0,0,0
DB04818,DB00454,0,0,1,0,0,0,0
DB04818,DB09250,0,0,1,0,0,0,0
DB04818,DB01114,0,0,1,0,0,0,0
DB04818,DB04820,0,0,1,0,0,0,0
DB04818,DB12951,0,0,1,0,0,0,0
DB04818,DB04836,1,0,0,0,0,0,0
DB09243,DB11755,0,0,0,0,0,0,1
DB09243,DB00391,0,0,1,0,0,0,0
DB09243,DB00579,0,0,1,0,0,0,0
DB09243,DB00472,0,0,1,0,0,0,0
DB09243,DB01509,1,0,0,0,0,0,0
DB09243,DB04948,0,0,0,0,1,0,0
DB09243,DB06480,0,0,0,0,0,0,0
DB09243,DB00176,1,0,0,0,0,0,0
DB09243,DB05271,1,0,0,0,0,0,0
DB09243,DB09247,0,0,1,0,0,0,0
DB09243,DB01079,0,0,1,0,0,0,0
DB09243,DB04896,1,0,0,0,0,0,0
DB09243,DB09244,0,0,1,0,0,0,0
DB09243,DB00601,0,0,1,0,0,0,0
DB09243,DB09187,0,0,1,0,0,0,0
DB09243,DB09307,1,0,0,0,0,0,0
DB09243,DB00508,0,0,1,0,0,0,0
DB09243,DB01151,1,0,0,0,0,0,0
DB09243,DB13225,1,0,0,0,0,0,0
DB09243,DB00865,1,0,0,0,0,0,0
DB09243,DB00589,0,0,0,0,0,0,1
DB09243,DB13940,1,0,0,0,0,0,0
DB09243,DB13550,0,0,1,0,0,0,0
DB09243,DB00933,0,0,1,0,0,0,0
DB09243,DB09042,0,0,0,0,0,0,0
DB09243,DB00715,1,0,0,0,0,0,0
DB09243,DB06684,0,0,0,0,0,0,1
DB09243,DB06654,0,0,1,0,0,0,0
DB09243,DB01242,1,0,0,0,0,0,0
DB09243,DB08953,1,0,0,0,0,0,0
DB09243,DB00780,0,0,1,0,0,0,0
DB09243,DB13876,0,0,1,0,0,0,0
DB09243,DB00904,0,0,1,0,0,0,0
DB09243,DB12833,0,0,1,0,0,0,0
DB09243,DB00752,0,0,1,0,0,0,0
DB09243,DB13114,1,0,0,0,0,0,0
DB09243,DB13273,0,0,1,0,0,0,0
DB09243,DB01392,0,0,1,0,0,0,0
DB09243,DB00952,0,0,1,0,0,0,0
DB09243,DB11859,0,0,1,0,0,0,0
DB09243,DB00837,0,0,1,0,0,0,0
DB09243,DB08059,0,0,1,0,0,0,0
DB09243,DB01238,0,0,0,0,0,0,1
DB09243,DB12163,0,0,1,0,0,0,0
DB09243,DB13875,0,0,1,0,0,0,0
DB09243,DB01104,0,0,1,0,0,0,0
DB09243,DB01142,1,0,0,0,0,0,0
DB09243,DB09185,0,0,1,0,0,0,0
DB09243,DB05542,0,0,1,0,0,0,0
DB09243,DB00721,0,0,1,0,0,0,0
DB09243,DB11686,0,0,1,0,0,0,0
DB09243,DB05607,0,0,1,0,0,0,0
DB09243,DB01622,0,0,1,0,0,0,0
DB09243,DB08839,0,0,1,0,0,0,0
DB09243,DB00875,1,0,0,0,0,0,0
DB09243,DB11699,0,0,1,0,0,0,0
DB09243,DB11675,0,0,1,0,0,0,0
DB09243,DB06077,0,0,1,0,0,0,0
DB09243,DB05316,0,0,0,0,0,0,0
DB09243,DB08996,1,0,0,0,0,0,0
DB09243,DB01626,0,0,1,0,0,0,0
DB09243,DB01191,0,0,1,0,0,0,0
DB09243,DB06506,0,0,0,0,0,0,0
DB09243,DB00751,0,0,1,0,0,0,0
DB09243,DB08811,0,0,1,0,0,0,0
DB09243,DB04829,0,0,1,0,0,0,0
DB09243,DB13384,1,0,0,0,0,0,0
DB09243,DB04946,0,0,1,0,0,0,0
DB09243,DB00408,0,0,1,0,0,0,0
DB09243,DB06700,1,0,0,0,0,0,0
DB09243,DB13246,1,0,0,0,0,0,0
DB09243,DB14185,0,0,1,0,0,0,0
DB09243,DB00434,1,0,0,0,0,0,0
DB09243,DB11732,0,0,1,0,0,0,0
DB09243,DB00206,0,0,1,0,0,0,0
DB09243,DB06204,0,0,1,0,0,0,0
DB09243,DB09023,1,0,0,0,0,0,0
DB09243,DB01367,0,0,1,0,0,0,0
DB09243,DB14754,0,0,1,0,0,0,0
DB09243,DB01224,1,0,0,0,0,0,0
DB09243,DB00216,0,0,1,0,0,0,0
DB09243,DB01616,0,0,1,0,0,0,0
DB09243,DB00458,1,0,0,0,0,0,0
DB09243,DB06582,0,0,1,0,0,0,0
DB09243,DB01577,1,0,0,0,0,0,0
DB09243,DB01445,0,0,1,0,0,0,0
DB09243,DB04832,1,0,0,0,0,0,0
DB09243,DB12465,1,0,0,0,0,0,0
DB09243,DB00490,0,0,1,0,0,0,0
DB09243,DB13014,0,0,1,0,0,0,0
DB09243,DB00477,0,0,1,0,0,0,0
DB09243,DB00656,1,0,0,0,0,0,0
DB09243,DB01149,1,0,0,0,0,0,0
DB09243,DB13352,0,0,1,0,0,0,0
DB09243,DB09184,0,0,1,0,0,0,0
DB09243,DB01049,0,0,1,0,0,0,0
DB09243,DB00924,1,0,0,0,0,0,0
DB09243,DB00285,0,0,1,0,0,0,0
DB09243,DB06660,0,0,1,0,0,0,0
DB09243,DB00969,0,0,1,0,0,0,0
DB09243,DB00866,1,0,0,0,0,0,0
DB09243,DB01356,0,0,1,0,0,0,0
DB09243,DB01247,0,0,1,0,0,0,0
DB09243,DB06731,1,0,0,0,0,0,0
DB09243,DB00321,1,0,0,0,0,0,0
DB09243,DB08550,0,0,1,0,0,0,0
DB09243,DB04917,0,0,1,0,0,0,0
DB09243,DB00777,1,0,0,0,0,0,0
DB09243,DB06216,0,0,1,0,0,0,0
DB09243,DB04871,0,0,1,0,0,0,0
DB09243,DB00714,1,0,0,0,0,0,0
DB09243,DB00476,0,0,1,0,0,0,0
DB09243,DB00420,0,0,1,0,0,0,0
DB09243,DB09014,0,0,1,0,0,0,0
DB09243,DB01621,0,0,1,0,0,0,0
DB09243,DB01069,0,0,1,0,0,0,0
DB09243,DB14509,0,0,1,0,0,0,0
DB09243,DB04599,0,0,1,0,0,0,0
DB09243,DB09241,1,0,0,0,0,0,0
DB09243,DB09249,0,0,1,0,0,0,0
DB09243,DB01614,0,0,1,0,0,0,0
DB09243,DB00377,0,0,1,0,0,0,0
DB09243,DB01359,1,0,0,0,0,0,0
DB09243,DB13520,0,0,1,0,0,0,0
DB09243,DB00248,0,0,0,0,0,0,1
DB09243,DB01954,0,0,1,0,0,0,0
DB09243,DB09253,0,0,1,0,0,0,0
DB09243,DB00679,0,0,1,0,0,0,0
DB09243,DB00669,0,0,0,0,0,0,1
DB09243,DB04842,0,0,1,0,0,0,0
DB09243,DB09251,0,0,1,0,0,0,0
DB09243,DB01267,0,0,1,0,0,0,0
DB09243,DB00614,0,0,1,0,0,0,0
DB09243,DB12661,1,0,0,0,0,0,0
DB09243,DB14010,0,0,0,0,0,0,1
DB09243,DB00604,0,0,1,0,0,0,0
DB09243,DB13219,0,0,1,0,0,0,0
DB09243,DB04885,0,0,1,0,0,0,0
DB09243,DB06109,0,0,1,0,0,0,0
DB09243,DB00540,1,0,0,0,0,0,0
DB09243,DB12427,0,0,1,0,0,0,0
DB09243,DB01454,1,0,0,0,0,0,0
DB09243,DB00889,0,0,1,0,0,0,0
DB09243,DB09186,0,0,1,0,0,0,0
DB09243,DB06512,0,0,1,0,0,0,0
DB09243,DB13457,0,0,1,0,0,0,0
DB09243,DB00953,0,0,0,0,0,0,1
DB09243,DB09061,0,0,0,0,0,0,1
DB09243,DB09248,0,0,1,0,0,0,0
DB09243,DB08810,0,0,0,0,0,0,1
DB09243,DB08918,1,0,0,0,0,0,0
DB09243,DB09254,0,0,1,0,0,0,0
DB09243,DB01171,0,0,1,0,0,0,0
DB09243,DB01200,1,0,0,0,0,0,0
DB09243,DB06153,1,0,0,0,0,0,0
DB09243,DB01037,0,0,1,0,0,0,0
DB09243,DB09225,0,0,1,0,0,0,0
DB09243,DB09167,1,0,0,0,0,0,0
DB09243,DB06148,0,0,1,0,0,0,0
DB09243,DB00315,0,0,1,0,0,0,0
DB09243,DB12110,0,0,1,0,0,0,0
DB09243,DB00234,0,0,1,0,0,0,0
DB09243,DB12111,0,0,1,0,0,0,0
DB09243,DB12071,0,0,1,0,0,0,0
DB09243,DB05227,0,0,1,0,0,0,0
DB09243,DB09290,0,0,1,0,0,0,0
DB09243,DB05562,0,0,0,0,0,0,1
DB09243,DB01175,0,0,1,0,0,0,0
DB09243,DB08815,0,0,1,0,0,0,0
DB09243,DB13496,1,0,0,0,0,0,0
DB09243,DB12930,1,0,0,0,0,0,0
DB09243,DB00320,0,0,0,0,0,0,1
DB09243,DB09190,0,0,1,0,0,0,0
DB09243,DB00543,1,0,0,0,0,0,0
DB09243,DB12229,0,0,1,0,0,0,0
DB09243,DB04908,0,0,0,0,0,0,1
DB09243,DB06701,1,0,0,0,0,0,0
DB09243,DB00574,0,0,1,0,0,0,0
DB09243,DB00805,0,0,1,0,0,0,0
DB09243,DB13588,0,0,1,0,0,0,0
DB09243,DB12395,0,0,1,0,0,0,0
DB09243,DB00514,0,0,1,0,0,0,0
DB09243,DB01442,1,0,0,0,0,0,0
DB09243,DB01168,0,0,1,0,0,0,0
DB09243,DB01484,1,0,0,0,0,0,0
DB09243,DB01403,1,0,0,0,0,0,0
DB09243,DB01253,1,0,0,0,0,0,0
DB09243,DB00960,1,0,0,0,0,0,0
DB09243,DB00454,0,0,1,0,0,0,0
DB09243,DB09250,0,0,1,0,0,0,0
DB09243,DB01114,0,0,1,0,0,0,0
DB09243,DB04820,0,0,1,0,0,0,0
DB09243,DB12951,0,0,1,0,0,0,0
DB09243,DB04836,1,0,0,0,0,0,0
DB11755,DB00391,0,0,1,0,0,0,0
DB11755,DB00579,0,0,1,0,0,0,0
DB11755,DB00472,1,0,0,0,0,0,0
DB11755,DB01509,0,0,1,0,0,0,0
DB11755,DB04948,0,0,0,0,1,0,0
DB11755,DB06480,0,0,0,0,0,0,0
DB11755,DB00176,0,0,1,0,0,0,0
DB11755,DB05271,1,0,0,0,0,0,0
DB11755,DB09247,0,0,1,0,0,0,0
DB11755,DB01079,0,0,0,0,0,0,0
DB11755,DB04896,0,0,1,0,0,0,0
DB11755,DB09244,0,0,0,0,0,0,1
DB11755,DB00601,0,0,0,0,0,0,1
DB11755,DB09187,0,0,1,0,0,0,0
DB11755,DB09307,0,0,1,0,0,0,0
DB11755,DB00508,1,0,0,0,0,0,0
DB11755,DB01151,1,0,0,0,0,0,0
DB11755,DB13225,0,0,1,0,0,0,0
DB11755,DB00865,0,0,1,0,0,0,0
DB11755,DB00589,1,0,0,0,0,0,0
DB11755,DB13940,0,0,1,0,0,0,0
DB11755,DB13550,0,0,1,0,0,0,0
DB11755,DB00933,0,0,1,0,0,0,0
DB11755,DB09042,0,0,0,0,0,0,0
DB11755,DB00715,0,0,1,0,0,0,0
DB11755,DB06684,0,0,1,0,0,0,0
DB11755,DB06654,0,0,0,0,0,0,1
DB11755,DB01242,0,0,1,0,0,0,0
DB11755,DB08953,0,0,1,0,0,0,0
DB11755,DB00780,0,0,0,0,0,0,1
DB11755,DB13876,0,0,0,0,0,0,1
DB11755,DB00904,0,0,1,0,0,0,0
DB11755,DB12833,0,0,1,0,0,0,0
DB11755,DB00752,0,0,0,0,0,0,1
DB11755,DB13114,0,0,1,0,0,0,0
DB11755,DB13273,0,0,1,0,0,0,0
DB11755,DB01392,0,0,1,0,0,0,0
DB11755,DB00952,0,0,1,0,0,0,0
DB11755,DB11859,0,0,1,0,0,0,0
DB11755,DB00837,0,0,1,0,0,0,0
DB11755,DB08059,0,0,1,0,0,0,0
DB11755,DB01238,1,0,0,0,0,0,0
DB11755,DB12163,0,0,1,0,0,0,0
DB11755,DB13875,0,0,0,0,0,0,1
DB11755,DB01104,0,0,1,0,0,0,0
DB11755,DB01142,1,0,0,0,0,0,0
DB11755,DB09185,0,0,1,0,0,0,0
DB11755,DB05542,0,0,1,0,0,0,0
DB11755,DB00721,0,0,0,0,0,0,1
DB11755,DB11686,0,0,1,0,0,0,0
DB11755,DB05607,0,0,1,0,0,0,0
DB11755,DB01622,0,0,1,0,0,0,0
DB11755,DB08839,0,0,1,0,0,0,0
DB11755,DB00875,1,0,0,0,0,0,0
DB11755,DB11699,0,0,1,0,0,0,0
DB11755,DB11675,0,0,1,0,0,0,0
DB11755,DB06077,0,0,1,0,0,0,0
DB11755,DB05316,0,0,0,0,0,0,0
DB11755,DB08996,0,0,1,0,0,0,0
DB11755,DB01626,0,0,0,0,0,0,1
DB11755,DB01191,0,0,0,0,0,0,0
DB11755,DB06506,0,0,0,0,0,0,0
DB11755,DB00751,0,0,1,0,0,0,0
DB11755,DB08811,0,0,1,0,0,0,0
DB11755,DB04829,1,0,0,0,0,0,0
DB11755,DB13384,0,0,1,0,0,0,0
DB11755,DB04946,0,0,1,0,0,0,0
DB11755,DB00408,0,0,1,0,0,0,0
DB11755,DB06700,0,0,1,0,0,0,0
DB11755,DB13246,0,0,1,0,0,0,0
DB11755,DB14185,0,0,1,0,0,0,0
DB11755,DB00434,1,0,0,0,0,0,0
DB11755,DB11732,0,0,1,0,0,0,0
DB11755,DB00206,0,0,1,0,0,0,0
DB11755,DB06204,1,0,0,0,0,0,0
DB11755,DB09023,1,0,0,0,0,0,0
DB11755,DB01367,0,0,0,0,0,0,1
DB11755,DB14754,0,0,1,0,0,0,0
DB11755,DB01224,1,0,0,0,0,0,0
DB11755,DB00216,0,0,1,0,0,0,0
DB11755,DB01616,0,0,1,0,0,0,0
DB11755,DB00458,1,0,0,0,0,0,0
DB11755,DB06582,0,0,1,0,0,0,0
DB11755,DB01577,0,0,1,0,0,0,0
DB11755,DB01445,0,0,1,0,0,0,0
DB11755,DB04832,0,0,1,0,0,0,0
DB11755,DB12465,0,0,1,0,0,0,0
DB11755,DB00490,0,0,1,0,0,0,0
DB11755,DB13014,0,0,1,0,0,0,0
DB11755,DB00477,1,0,0,0,0,0,0
DB11755,DB00656,0,0,1,0,0,0,0
DB11755,DB01149,0,0,1,0,0,0,0
DB11755,DB13352,0,0,1,0,0,0,0
DB11755,DB09184,0,0,1,0,0,0,0
DB11755,DB01049,1,0,0,0,0,0,0
DB11755,DB00924,0,0,1,0,0,0,0
DB11755,DB00285,0,0,1,0,0,0,0
DB11755,DB06660,0,0,1,0,0,0,0
DB11755,DB00969,0,0,1,0,0,0,0
DB11755,DB00866,0,0,1,0,0,0,0
DB11755,DB01356,0,0,1,0,0,0,0
DB11755,DB01247,0,0,0,0,0,0,1
DB11755,DB06731,0,0,1,0,0,0,0
DB11755,DB00321,1,0,0,0,0,0,0
DB11755,DB08550,0,0,0,0,0,0,1
DB11755,DB04917,0,0,1,0,0,0,0
DB11755,DB00777,1,0,0,0,0,0,0
DB11755,DB06216,0,0,1,0,0,0,0
DB11755,DB04871,0,0,1,0,0,0,0
DB11755,DB00714,0,0,1,0,0,0,0
DB11755,DB00476,0,0,1,0,0,0,0
DB11755,DB00420,1,0,0,0,0,0,0
DB11755,DB09014,0,0,1,0,0,0,0
DB11755,DB01621,0,0,1,0,0,0,0
DB11755,DB01069,1,0,0,0,0,0,0
DB11755,DB14509,0,0,1,0,0,0,0
DB11755,DB04599,0,0,1,0,0,0,0
DB11755,DB09241,0,0,0,0,0,0,1
DB11755,DB09249,0,0,0,0,0,0,1
DB11755,DB01614,0,0,1,0,0,0,0
DB11755,DB00377,0,0,1,0,0,0,0
DB11755,DB01359,0,0,1,0,0,0,0
DB11755,DB13520,1,0,0,0,0,0,0
DB11755,DB00248,1,0,0,0,0,0,0
DB11755,DB01954,0,0,1,0,0,0,0
DB11755,DB09253,0,0,0,0,0,0,1
DB11755,DB00679,0,0,1,0,0,0,0
DB11755,DB00669,0,0,1,0,0,0,0
DB11755,DB04842,0,0,1,0,0,0,0
DB11755,DB09251,0,0,0,0,0,0,1
DB11755,DB01267,0,0,1,0,0,0,0
DB11755,DB00614,0,0,0,0,0,0,1
DB11755,DB12661,0,0,1,0,0,0,0
DB11755,DB14010,0,0,1,0,0,0,0
DB11755,DB00604,0,0,1,0,0,0,0
DB11755,DB13219,0,0,1,0,0,0,0
DB11755,DB04885,0,0,1,0,0,0,0
DB11755,DB06109,0,0,1,0,0,0,0
DB11755,DB00540,1,0,0,0,0,0,0
DB11755,DB12427,0,0,1,0,0,0,0
DB11755,DB01454,0,0,1,0,0,0,0
DB11755,DB00889,0,0,1,0,0,0,0
DB11755,DB09186,0,0,1,0,0,0,0
DB11755,DB06512,0,0,1,0,0,0,0
DB11755,DB13457,0,0,1,0,0,0,0
DB11755,DB00953,0,0,1,0,0,0,0
DB11755,DB09061,0,0,1,0,0,0,0
DB11755,DB09248,0,0,0,0,0,0,1
DB11755,DB08810,0,0,1,0,0,0,0
DB11755,DB08918,0,0,1,0,0,0,0
DB11755,DB09254,0,0,0,0,0,0,1
DB11755,DB01171,0,0,0,0,0,0,1
DB11755,DB01200,1,0,0,0,0,0,0
DB11755,DB06153,1,0,0,0,0,0,0
DB11755,DB01037,0,0,0,0,0,0,1
DB11755,DB09225,0,0,1,0,0,0,0
DB11755,DB09167,1,0,0,0,0,0,0
DB11755,DB06148,0,0,1,0,0,0,0
DB11755,DB00315,0,0,1,0,0,0,0
DB11755,DB12110,0,0,1,0,0,0,0
DB11755,DB00234,0,0,1,0,0,0,0
DB11755,DB12111,0,0,1,0,0,0,0
DB11755,DB12071,0,0,1,0,0,0,0
DB11755,DB05227,0,0,1,0,0,0,0
DB11755,DB09290,0,0,1,0,0,0,0
DB11755,DB05562,0,0,1,0,0,0,0
DB11755,DB01175,0,0,1,0,0,0,0
DB11755,DB08815,0,0,1,0,0,0,0
DB11755,DB13496,0,0,1,0,0,0,0
DB11755,DB12930,0,0,1,0,0,0,0
DB11755,DB00320,1,0,0,0,0,0,0
DB11755,DB09190,0,0,1,0,0,0,0
DB11755,DB00543,1,0,0,0,0,0,0
DB11755,DB12229,0,0,1,0,0,0,0
DB11755,DB04908,0,0,1,0,0,0,0
DB11755,DB06701,0,0,1,0,0,0,0
DB11755,DB00574,0,0,1,0,0,0,0
DB11755,DB00805,0,0,0,0,0,0,1
DB11755,DB13588,0,0,1,0,0,0,0
DB11755,DB12395,0,0,1,0,0,0,0
DB11755,DB00514,0,0,1,0,0,0,0
DB11755,DB01442,0,0,1,0,0,0,0
DB11755,DB01168,0,0,0,0,0,0,1
DB11755,DB01484,0,0,1,0,0,0,0
DB11755,DB01403,1,0,0,0,0,0,0
DB11755,DB01253,1,0,0,0,0,0,0
DB11755,DB00960,0,0,1,0,0,0,0
DB11755,DB00454,0,0,1,0,0,0,0
DB11755,DB09250,0,0,0,0,0,0,1
DB11755,DB01114,0,0,1,0,0,0,0
DB11755,DB04820,0,0,0,0,0,0,1
DB11755,DB12951,0,0,1,0,0,0,0
DB11755,DB04836,0,0,1,0,0,0,0
DB00391,DB00579,0,0,1,0,0,0,0
DB00391,DB00472,1,0,0,0,0,0,0
DB00391,DB01509,0,0,1,0,0,0,0
DB00391,DB04948,0,0,0,0,1,0,0
DB00391,DB06480,0,0,0,0,0,0,0
DB00391,DB00176,0,0,1,0,0,0,0
DB00391,DB05271,1,0,0,0,0,0,0
DB00391,DB09247,0,0,1,0,0,0,0
DB00391,DB01079,0,0,0,0,0,0,0
DB00391,DB04896,0,0,1,0,0,0,0
DB00391,DB09244,0,0,1,0,0,0,0
DB00391,DB00601,0,0,1,0,0,0,0
DB00391,DB09187,0,0,1,0,0,0,0
DB00391,DB09307,0,0,1,0,0,0,0
DB00391,DB00508,1,0,0,0,0,0,0
DB00391,DB01151,1,0,0,0,0,0,0
DB00391,DB13225,0,0,1,0,0,0,0
DB00391,DB00865,0,1,0,0,0,0,0
DB00391,DB00589,0,0,1,0,0,0,0
DB00391,DB13940,0,1,0,0,0,0,0
DB00391,DB13550,0,0,1,0,0,0,0
DB00391,DB00933,1,0,0,0,0,0,0
DB00391,DB09042,0,0,0,0,0,0,0
DB00391,DB00715,1,0,0,0,0,0,0
DB00391,DB06684,0,0,1,0,0,0,0
DB00391,DB06654,0,0,1,0,0,0,0
DB00391,DB01242,0,0,1,0,0,0,0
DB00391,DB08953,0,0,1,0,0,0,0
DB00391,DB00780,0,0,1,0,0,0,0
DB00391,DB13876,0,0,1,0,0,0,0
DB00391,DB00904,0,0,1,0,0,0,0
DB00391,DB12833,0,0,1,0,0,0,0
DB00391,DB00752,0,0,1,0,0,0,0
DB00391,DB13114,0,0,1,0,0,0,0
DB00391,DB13273,1,0,0,0,0,0,0
DB00391,DB01392,0,0,1,0,0,0,0
DB00391,DB00952,0,0,1,0,0,0,0
DB00391,DB11859,0,0,1,0,0,0,0
DB00391,DB00837,0,0,1,0,0,0,0
DB00391,DB08059,0,0,1,0,0,0,0
DB00391,DB01238,1,0,0,0,0,0,0
DB00391,DB12163,0,0,1,0,0,0,0
DB00391,DB13875,0,0,1,0,0,0,0
DB00391,DB01104,0,0,1,0,0,0,0
DB00391,DB01142,1,0,0,0,0,0,0
DB00391,DB09185,0,0,1,0,0,0,0
DB00391,DB05542,0,0,1,0,0,0,0
DB00391,DB00721,1,0,0,0,0,0,0
DB00391,DB11686,0,0,1,0,0,0,0
DB00391,DB05607,0,0,1,0,0,0,0
DB00391,DB01622,1,0,0,0,0,0,0
DB00391,DB08839,0,0,1,0,0,0,0
DB00391,DB00875,1,0,0,0,0,0,0
DB00391,DB11699,0,0,1,0,0,0,0
DB00391,DB11675,0,0,1,0,0,0,0
DB00391,DB06077,1,0,0,0,0,0,0
DB00391,DB05316,1,0,0,0,0,0,0
DB00391,DB08996,0,0,1,0,0,0,0
DB00391,DB01626,0,0,1,0,0,0,0
DB00391,DB01191,0,0,0,0,0,0,0
DB00391,DB06506,0,0,0,0,0,0,0
DB00391,DB00751,0,0,1,0,0,0,0
DB00391,DB08811,0,0,1,0,0,0,0
DB00391,DB04829,0,0,1,0,0,0,0
DB00391,DB13384,0,0,1,0,0,0,0
DB00391,DB04946,1,0,0,0,0,0,0
DB00391,DB00408,1,0,0,0,0,0,0
DB00391,DB06700,0,0,1,0,0,0,0
DB00391,DB13246,0,0,1,0,0,0,0
DB00391,DB14185,1,0,0,0,0,0,0
DB00391,DB00434,1,0,0,0,0,0,0
DB00391,DB11732,0,0,1,0,0,0,0
DB00391,DB00206,1,0,0,0,0,0,0
DB00391,DB06204,1,0,0,0,0,0,0
DB00391,DB09023,1,0,0,0,0,0,0
DB00391,DB01367,0,0,1,0,0,0,0
DB00391,DB14754,0,0,1,0,0,0,0
DB00391,DB01224,1,0,0,0,0,0,0
DB00391,DB00216,0,0,1,0,0,0,0
DB00391,DB01616,0,0,1,0,0,0,0
DB00391,DB00458,1,0,0,0,0,0,0
DB00391,DB06582,0,0,1,0,0,0,0
DB00391,DB01577,0,1,0,0,0,0,0
DB00391,DB01445,0,0,1,0,0,0,0
DB00391,DB04832,0,0,1,0,0,0,0
DB00391,DB12465,0,0,1,0,0,0,0
DB00391,DB00490,0,0,1,0,0,0,0
DB00391,DB13014,0,0,1,0,0,0,0
DB00391,DB00477,1,0,0,0,0,0,0
DB00391,DB00656,0,0,1,0,0,0,0
DB00391,DB01149,0,0,1,0,0,0,0
DB00391,DB13352,0,0,1,0,0,0,0
DB00391,DB09184,0,0,1,0,0,0,0
DB00391,DB01049,0,0,1,0,0,0,0
DB00391,DB00924,0,0,1,0,0,0,0
DB00391,DB00285,0,0,1,0,0,0,0
DB00391,DB06660,0,0,1,0,0,0,0
DB00391,DB00969,0,0,1,0,0,0,0
DB00391,DB00866,1,0,0,0,0,0,0
DB00391,DB01356,1,0,0,0,0,0,0
DB00391,DB01247,0,0,1,0,0,0,0
DB00391,DB06731,0,0,1,0,0,0,0
DB00391,DB00321,1,0,0,0,0,0,0
DB00391,DB08550,0,0,1,0,0,0,0
DB00391,DB04917,0,0,1,0,0,0,0
DB00391,DB00777,1,0,0,0,0,0,0
DB00391,DB06216,1,0,0,0,0,0,0
DB00391,DB04871,0,0,1,0,0,0,0
DB00391,DB00714,0,0,1,0,0,0,0
DB00391,DB00476,0,0,1,0,0,0,0
DB00391,DB00420,1,0,0,0,0,0,0
DB00391,DB09014,0,0,1,0,0,0,0
DB00391,DB01621,1,0,0,0,0,0,0
DB00391,DB01069,1,0,0,0,0,0,0
DB00391,DB14509,1,0,0,0,0,0,0
DB00391,DB04599,0,0,1,0,0,0,0
DB00391,DB09241,1,0,0,0,0,0,0
DB00391,DB09249,0,0,1,0,0,0,0
DB00391,DB01614,1,0,0,0,0,0,0
DB00391,DB00377,0,0,1,0,0,0,0
DB00391,DB01359,1,0,0,0,0,0,0
DB00391,DB13520,0,0,1,0,0,0,0
DB00391,DB00248,0,0,1,0,0,0,0
DB00391,DB01954,0,0,1,0,0,0,0
DB00391,DB09253,0,0,1,0,0,0,0
DB00391,DB00679,1,0,0,0,0,0,0
DB00391,DB00669,0,0,1,0,0,0,0
DB00391,DB04842,1,0,0,0,0,0,0
DB00391,DB09251,0,0,1,0,0,0,0
DB00391,DB01267,1,0,0,0,0,0,0
DB00391,DB00614,0,0,1,0,0,0,0
DB00391,DB12661,0,0,1,0,0,0,0
DB00391,DB14010,0,0,1,0,0,0,0
DB00391,DB00604,0,0,1,0,0,0,0
